order_id,order_date,channel,platform,ad_assisted,attribution_type,product_id,product_name,category,unit_price,quantity,discount_rate,revenue,cogs,margin,device,region,customer_id,returned
O218785,2025-11-01,paid,GoogleAds,1,view,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,tablet,APAC,C95227,0
O218786,2025-11-01,social,Instagram,1,click,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,desktop,EU,C42441,0
O218787,2025-11-01,social,Instagram,1,click,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,desktop,EU,C53899,0
O218788,2025-11-01,website,Organic,0,organic,H320,LED Desk Lamp,Home,35.0,4,0.05,133.0,53.2,79.8,tablet,LATAM,C57847,0
O218789,2025-11-01,website,Organic,1,view,E110,Smart Watch,Electronics,149.0,1,0.05,141.55,78.97,62.58,mobile,EU,C47520,0
O218790,2025-11-01,social,X,1,click,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,mobile,EU,C42045,0
O218791,2025-11-01,paid,GoogleAds,1,click,S530,Cycling Gloves,Sports,27.0,2,0.0,54.0,31.86,22.14,mobile,APAC,C77509,0
O218792,2025-11-01,social,Instagram,1,view,E130,USB-C Hub,Electronics,39.0,4,0.0,156.0,62.4,93.6,mobile,US,C23397,0
O218793,2025-11-01,website,Organic,0,organic,H310,Weighted Blanket,Home,69.0,2,0.0,138.0,80.04,57.96,tablet,EU,C95110,0
O218794,2025-11-01,website,Organic,0,organic,E110,Smart Watch,Electronics,149.0,1,0.0,149.0,78.97,70.03,desktop,EU,C55008,0
O218795,2025-11-01,paid,GoogleAds,1,click,S520,Foam Roller,Sports,18.0,4,0.0,72.0,33.84,38.16,tablet,EU,C83427,0
O218796,2025-11-01,paid,GoogleAds,1,click,B430,Hair Oil,Beauty,19.0,1,0.0,19.0,9.69,9.31,desktop,EU,C74181,0
O218797,2025-11-01,paid,GoogleAds,1,click,A210,Yoga Pants,Apparel,45.0,2,0.0,90.0,42.3,47.7,desktop,LATAM,C33891,0
O218798,2025-11-01,website,Organic,0,organic,H310,Weighted Blanket,Home,69.0,4,0.0,276.0,160.08,115.92,desktop,APAC,C47258,0
O218799,2025-11-01,social,Instagram,1,click,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,tablet,LATAM,C71280,0
O218800,2025-11-01,social,YouTube,1,click,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,mobile,LATAM,C15156,0
O218801,2025-11-01,paid,GoogleAds,1,view,B410,Moisturizer,Beauty,28.0,1,0.0,28.0,14.56,13.44,tablet,APAC,C55103,0
O218802,2025-11-01,website,Organic,1,click,H300,Aroma Diffuser,Home,29.0,1,0.1,26.1,12.18,13.92,tablet,EU,C93932,0
O218803,2025-11-01,website,Organic,0,organic,A230,Running Shoes,Apparel,95.0,2,0.0,190.0,77.9,112.1,desktop,US,C56513,0
O218804,2025-11-01,social,YouTube,1,click,B430,Hair Oil,Beauty,19.0,1,0.15,16.15,9.69,6.46,tablet,US,C51146,0
O218805,2025-11-01,social,X,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,tablet,US,C14219,0
O218806,2025-11-01,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,4,0.0,72.0,33.84,38.16,tablet,LATAM,C62348,0
O218807,2025-11-01,website,Organic,0,organic,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,tablet,EU,C96047,0
O218808,2025-11-01,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,desktop,EU,C82065,0
O218809,2025-11-01,paid,GoogleAds,1,click,B400,Vitamin C Serum,Beauty,32.0,1,0.0,32.0,16.32,15.68,desktop,APAC,C88183,0
O218810,2025-11-01,social,X,1,click,E120,Bluetooth Speaker,Electronics,99.0,1,0.0,99.0,40.59,58.41,tablet,EU,C73790,0
O218811,2025-11-01,social,Instagram,1,click,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,desktop,US,C88930,0
O218812,2025-11-01,website,Organic,1,view,E100,Wireless Earbuds,Electronics,79.0,1,0.0,79.0,46.61,32.39,desktop,EU,C63012,0
O218813,2025-11-01,social,X,1,click,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,desktop,US,C75467,0
O218814,2025-11-01,social,X,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,tablet,EU,C39311,0
O218815,2025-11-01,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.1,179.1,99.5,79.6,mobile,EU,C16966,0
O218816,2025-11-01,website,Organic,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,desktop,EU,C93935,0
O218817,2025-11-01,website,Organic,1,click,H310,Weighted Blanket,Home,69.0,1,0.0,69.0,40.02,28.98,tablet,EU,C72077,0
O218818,2025-11-01,social,X,1,click,S500,Adjustable Dumbbells,Sports,199.0,1,0.1,179.1,99.5,79.6,mobile,LATAM,C35575,0
O218819,2025-11-01,website,Organic,0,organic,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,desktop,LATAM,C73984,0
O218820,2025-11-01,social,X,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,desktop,LATAM,C52138,0
O218821,2025-11-01,website,Organic,0,organic,A200,Athletic T-Shirt,Apparel,25.0,4,0.0,100.0,46.0,54.0,mobile,APAC,C27444,0
O218822,2025-11-01,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,desktop,APAC,C32269,0
O218823,2025-11-01,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,2,0.0,398.0,199.0,199.0,desktop,EU,C55756,0
O218824,2025-11-01,social,X,1,click,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,mobile,US,C12539,0
O218825,2025-11-01,website,Organic,1,view,H330,Air Purifier,Home,129.0,1,0.0,129.0,77.4,51.6,tablet,APAC,C64792,0
O218826,2025-11-01,paid,GoogleAds,1,click,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,mobile,EU,C16744,0
O218827,2025-11-01,social,YouTube,1,click,B420,SPF Sunscreen,Beauty,24.0,3,0.0,72.0,37.44,34.56,tablet,EU,C65542,0
O218828,2025-11-01,website,Organic,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.1,22.5,11.5,11.0,tablet,LATAM,C93243,0
O218829,2025-11-01,social,X,1,view,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,mobile,EU,C78607,0
O218830,2025-11-01,social,X,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,mobile,LATAM,C11360,0
O218831,2025-11-01,website,Organic,0,organic,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,mobile,LATAM,C80741,0
O218832,2025-11-01,social,X,1,click,S520,Foam Roller,Sports,18.0,1,0.05,17.1,8.46,8.64,tablet,US,C75519,0
O218833,2025-11-01,website,Organic,0,organic,H310,Weighted Blanket,Home,69.0,1,0.0,69.0,40.02,28.98,desktop,APAC,C90878,0
O218834,2025-11-01,website,Organic,0,organic,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,desktop,LATAM,C92675,0
O218835,2025-11-01,email,Mailchimp,1,click,E100,Wireless Earbuds,Electronics,79.0,1,0.0,79.0,46.61,32.39,mobile,US,C25937,0
O218836,2025-11-01,social,X,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,tablet,APAC,C69337,0
O218837,2025-11-01,social,X,1,view,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,mobile,EU,C62470,0
O218838,2025-11-01,website,Organic,0,organic,E120,Bluetooth Speaker,Electronics,99.0,2,0.0,198.0,81.18,116.82,tablet,APAC,C72841,0
O218839,2025-11-01,website,Organic,1,view,S500,Adjustable Dumbbells,Sports,199.0,1,0.1,179.1,99.5,79.6,mobile,LATAM,C55052,0
O218840,2025-11-01,website,Organic,0,organic,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,mobile,EU,C81949,0
O218841,2025-11-01,paid,GoogleAds,1,click,S510,Resistance Bands Set,Sports,22.0,3,0.15,56.1,24.42,31.68,mobile,US,C45720,0
O218842,2025-11-01,paid,GoogleAds,1,click,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,tablet,EU,C27256,0
O218843,2025-11-01,website,Organic,1,view,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,desktop,US,C73895,0
O218844,2025-11-01,social,YouTube,1,click,H310,Weighted Blanket,Home,69.0,1,0.0,69.0,40.02,28.98,tablet,APAC,C55743,0
O218845,2025-11-01,website,Organic,0,organic,B410,Moisturizer,Beauty,28.0,3,0.0,84.0,43.68,40.32,desktop,APAC,C43575,0
O218846,2025-11-01,website,Organic,0,organic,H310,Weighted Blanket,Home,69.0,3,0.0,207.0,120.06,86.94,mobile,APAC,C38039,0
O218847,2025-11-01,website,Organic,1,view,E120,Bluetooth Speaker,Electronics,99.0,1,0.0,0.0,40.59,-58.41,tablet,EU,C53266,1
O218848,2025-11-01,website,Organic,0,organic,A200,Athletic T-Shirt,Apparel,25.0,1,0.15,21.25,11.5,9.75,tablet,EU,C55844,0
O218849,2025-11-01,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,mobile,US,C19189,0
O218850,2025-11-01,email,Mailchimp,1,click,B410,Moisturizer,Beauty,28.0,1,0.0,28.0,14.56,13.44,mobile,EU,C56725,0
O218851,2025-11-01,website,Organic,0,organic,H310,Weighted Blanket,Home,69.0,1,0.0,69.0,40.02,28.98,tablet,LATAM,C81336,0
O218852,2025-11-01,social,X,1,click,E110,Smart Watch,Electronics,149.0,1,0.05,141.55,78.97,62.58,tablet,US,C91199,0
O218853,2025-11-01,social,X,1,click,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,desktop,US,C56424,0
O218854,2025-11-01,paid,GoogleAds,1,click,H330,Air Purifier,Home,129.0,1,0.0,129.0,77.4,51.6,desktop,LATAM,C17589,0
O218855,2025-11-01,website,Organic,0,organic,B430,Hair Oil,Beauty,19.0,1,0.0,19.0,9.69,9.31,desktop,LATAM,C23880,0
O218856,2025-11-01,social,X,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,tablet,LATAM,C92473,0
O218857,2025-11-01,social,Instagram,1,click,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,desktop,EU,C87165,0
O218858,2025-11-01,email,Mailchimp,1,click,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,tablet,EU,C61374,0
O218859,2025-11-01,social,YouTube,1,view,S520,Foam Roller,Sports,18.0,4,0.0,72.0,33.84,38.16,desktop,LATAM,C91564,0
O218860,2025-11-01,website,Organic,1,click,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,mobile,LATAM,C14849,0
O218861,2025-11-01,paid,GoogleAds,1,click,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,desktop,LATAM,C52179,0
O218862,2025-11-01,paid,GoogleAds,1,view,H310,Weighted Blanket,Home,69.0,1,0.0,0.0,40.02,-28.98,desktop,EU,C84998,1
O218863,2025-11-01,social,Instagram,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,mobile,US,C68450,0
O218864,2025-11-01,paid,GoogleAds,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,tablet,EU,C83399,0
O218865,2025-11-01,social,X,1,click,S520,Foam Roller,Sports,18.0,1,0.1,16.2,8.46,7.74,mobile,APAC,C49420,0
O218866,2025-11-01,website,Organic,0,organic,H310,Weighted Blanket,Home,69.0,2,0.0,138.0,80.04,57.96,desktop,US,C55695,0
O218867,2025-11-01,social,X,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,desktop,LATAM,C82900,0
O218868,2025-11-01,social,YouTube,1,click,H300,Aroma Diffuser,Home,29.0,2,0.0,58.0,24.36,33.64,tablet,EU,C70753,0
O218869,2025-11-01,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,desktop,US,C14025,0
O218870,2025-11-01,website,Organic,0,organic,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,desktop,LATAM,C67949,0
O218871,2025-11-01,email,Mailchimp,1,click,E100,Wireless Earbuds,Electronics,79.0,1,0.0,79.0,46.61,32.39,tablet,EU,C43428,0
O218872,2025-11-01,paid,GoogleAds,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,tablet,EU,C46209,0
O218873,2025-11-01,website,Organic,0,organic,B430,Hair Oil,Beauty,19.0,1,0.1,17.1,9.69,7.41,tablet,APAC,C77855,0
O218874,2025-11-01,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,tablet,EU,C84699,0
O218875,2025-11-01,website,Organic,0,organic,S510,Resistance Bands Set,Sports,22.0,1,0.0,22.0,8.14,13.86,tablet,APAC,C41893,0
O218876,2025-11-01,website,Organic,1,click,E120,Bluetooth Speaker,Electronics,99.0,1,0.05,94.05,40.59,53.46,mobile,EU,C38327,0
O218877,2025-11-01,website,Organic,1,click,A230,Running Shoes,Apparel,95.0,1,0.0,95.0,38.95,56.05,mobile,APAC,C36958,0
O218878,2025-11-01,social,X,1,click,A230,Running Shoes,Apparel,95.0,1,0.0,95.0,38.95,56.05,tablet,US,C30385,0
O218879,2025-11-01,social,X,1,click,H300,Aroma Diffuser,Home,29.0,1,0.0,29.0,12.18,16.82,mobile,US,C83586,0
O218880,2025-11-01,website,Organic,1,click,A220,Hoodie,Apparel,55.0,4,0.0,220.0,123.2,96.8,tablet,APAC,C96307,0
O218881,2025-11-01,social,Instagram,1,click,A220,Hoodie,Apparel,55.0,4,0.0,220.0,123.2,96.8,mobile,APAC,C81819,0
O218882,2025-11-01,website,Organic,1,click,E120,Bluetooth Speaker,Electronics,99.0,1,0.1,89.1,40.59,48.51,tablet,LATAM,C80516,0
O218883,2025-11-01,social,LinkedIn,1,click,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,tablet,APAC,C99101,0
O218884,2025-11-01,social,Instagram,1,click,S510,Resistance Bands Set,Sports,22.0,4,0.0,88.0,32.56,55.44,desktop,LATAM,C71873,0
O218885,2025-11-01,social,YouTube,1,view,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,mobile,US,C58276,0
O218886,2025-11-01,website,Organic,0,organic,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,tablet,LATAM,C11568,0
O218887,2025-11-01,website,Organic,0,organic,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,desktop,APAC,C12720,0
O218888,2025-11-01,paid,GoogleAds,1,view,H320,LED Desk Lamp,Home,35.0,1,0.15,29.75,13.3,16.45,desktop,APAC,C12700,0
O218889,2025-11-01,website,Organic,1,click,E120,Bluetooth Speaker,Electronics,99.0,1,0.0,99.0,40.59,58.41,mobile,US,C49910,0
O218890,2025-11-01,social,Instagram,1,click,A230,Running Shoes,Apparel,95.0,1,0.0,95.0,38.95,56.05,tablet,APAC,C25624,0
O218891,2025-11-01,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,desktop,LATAM,C92390,0
O218892,2025-11-01,social,X,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,tablet,APAC,C65255,0
O218893,2025-11-01,social,Instagram,1,click,A230,Running Shoes,Apparel,95.0,1,0.0,95.0,38.95,56.05,mobile,APAC,C32931,0
O218894,2025-11-01,website,Organic,0,organic,E110,Smart Watch,Electronics,149.0,1,0.0,149.0,78.97,70.03,tablet,LATAM,C31262,0
O218895,2025-11-01,social,YouTube,1,click,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,desktop,US,C93990,0
O218896,2025-11-01,website,Organic,0,organic,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,tablet,EU,C24966,0
O218897,2025-11-01,social,YouTube,1,click,A200,Athletic T-Shirt,Apparel,25.0,3,0.0,75.0,34.5,40.5,mobile,US,C56421,0
O218898,2025-11-01,social,X,1,click,E110,Smart Watch,Electronics,149.0,1,0.0,149.0,78.97,70.03,tablet,APAC,C64348,0
O218899,2025-11-01,website,Organic,0,organic,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,tablet,US,C45651,0
O218900,2025-11-01,social,Instagram,1,click,S510,Resistance Bands Set,Sports,22.0,1,0.0,22.0,8.14,13.86,mobile,APAC,C10337,0
O218901,2025-11-01,website,Organic,0,organic,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,tablet,LATAM,C24641,0
O218902,2025-11-01,email,Mailchimp,1,click,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,desktop,APAC,C24146,0
O218903,2025-11-01,website,Organic,0,organic,E100,Wireless Earbuds,Electronics,79.0,1,0.0,0.0,46.61,-32.39,tablet,US,C61143,1
O218904,2025-11-01,website,Organic,1,click,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,tablet,LATAM,C80324,0
O218905,2025-11-01,website,Organic,0,organic,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,tablet,US,C47852,0
O218906,2025-11-01,website,Organic,0,organic,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,desktop,US,C82299,0
O218907,2025-11-01,website,Organic,0,organic,A220,Hoodie,Apparel,55.0,1,0.0,55.0,30.8,24.2,mobile,APAC,C29432,0
O218908,2025-11-01,email,Mailchimp,1,click,E130,USB-C Hub,Electronics,39.0,4,0.0,156.0,62.4,93.6,desktop,LATAM,C37669,0
O218909,2025-11-01,social,Instagram,1,click,E110,Smart Watch,Electronics,149.0,1,0.0,149.0,78.97,70.03,desktop,LATAM,C26480,0
O218910,2025-11-01,social,X,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,desktop,APAC,C87107,0
O218911,2025-11-01,email,Mailchimp,1,click,H300,Aroma Diffuser,Home,29.0,1,0.0,29.0,12.18,16.82,mobile,LATAM,C69925,0
O218912,2025-11-01,website,Organic,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,tablet,APAC,C78496,0
O218913,2025-11-01,paid,GoogleAds,1,click,H310,Weighted Blanket,Home,69.0,1,0.15,58.65,40.02,18.63,tablet,LATAM,C92321,0
O218914,2025-11-01,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,tablet,US,C76703,0
O218915,2025-11-01,social,YouTube,1,view,E100,Wireless Earbuds,Electronics,79.0,4,0.0,316.0,186.44,129.56,tablet,EU,C48709,0
O218916,2025-11-01,social,X,1,click,B410,Moisturizer,Beauty,28.0,4,0.0,112.0,58.24,53.76,tablet,EU,C21702,0
O218917,2025-11-01,website,Organic,0,organic,B430,Hair Oil,Beauty,19.0,1,0.0,19.0,9.69,9.31,desktop,APAC,C79894,0
O218918,2025-11-01,paid,GoogleAds,1,click,H300,Aroma Diffuser,Home,29.0,1,0.0,29.0,12.18,16.82,desktop,LATAM,C94838,0
O218919,2025-11-01,website,Organic,0,organic,E120,Bluetooth Speaker,Electronics,99.0,1,0.0,99.0,40.59,58.41,desktop,APAC,C68293,0
O218920,2025-11-01,website,Organic,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,tablet,APAC,C69783,0
O218921,2025-11-01,paid,GoogleAds,1,click,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,tablet,LATAM,C95968,0
O218922,2025-11-01,website,Organic,0,organic,E100,Wireless Earbuds,Electronics,79.0,1,0.0,79.0,46.61,32.39,desktop,US,C45427,0
O218923,2025-11-01,paid,GoogleAds,1,view,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,tablet,EU,C63745,0
O218924,2025-11-01,website,Organic,0,organic,A200,Athletic T-Shirt,Apparel,25.0,1,0.1,22.5,11.5,11.0,mobile,EU,C15733,0
O218925,2025-11-01,email,Mailchimp,1,click,B400,Vitamin C Serum,Beauty,32.0,1,0.1,28.8,16.32,12.48,tablet,APAC,C85102,0
O218926,2025-11-01,paid,GoogleAds,1,click,S520,Foam Roller,Sports,18.0,4,0.0,72.0,33.84,38.16,mobile,LATAM,C18024,0
O218927,2025-11-01,website,Organic,1,click,A200,Athletic T-Shirt,Apparel,25.0,4,0.15,85.0,46.0,39.0,mobile,APAC,C44197,0
O218928,2025-11-01,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,desktop,EU,C87780,0
O218929,2025-11-01,website,Organic,0,organic,H330,Air Purifier,Home,129.0,1,0.0,129.0,77.4,51.6,tablet,APAC,C57295,0
O218930,2025-11-01,social,X,1,click,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,desktop,LATAM,C82883,0
O218931,2025-11-01,paid,GoogleAds,1,click,B410,Moisturizer,Beauty,28.0,2,0.0,56.0,29.12,26.88,tablet,EU,C55073,0
O218932,2025-11-01,social,Instagram,1,view,B410,Moisturizer,Beauty,28.0,1,0.0,28.0,14.56,13.44,mobile,US,C41019,0
O218933,2025-11-01,social,Instagram,1,click,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,tablet,EU,C41764,0
O218934,2025-11-01,paid,GoogleAds,1,click,A210,Yoga Pants,Apparel,45.0,1,0.05,42.75,21.15,21.6,tablet,APAC,C45043,0
O218935,2025-11-01,social,X,1,click,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,desktop,APAC,C70711,0
O218936,2025-11-01,website,Organic,0,organic,B420,SPF Sunscreen,Beauty,24.0,1,0.0,0.0,12.48,-11.52,mobile,APAC,C79559,1
O218937,2025-11-01,social,Instagram,1,click,E130,USB-C Hub,Electronics,39.0,1,0.0,39.0,15.6,23.4,mobile,APAC,C42182,0
O218938,2025-11-01,website,Organic,0,organic,E120,Bluetooth Speaker,Electronics,99.0,1,0.0,99.0,40.59,58.41,desktop,APAC,C87736,0
O218939,2025-11-01,website,Organic,0,organic,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,desktop,EU,C27173,0
O218940,2025-11-01,social,X,1,click,B410,Moisturizer,Beauty,28.0,3,0.0,84.0,43.68,40.32,mobile,LATAM,C38294,0
O218941,2025-11-01,website,Organic,0,organic,S530,Cycling Gloves,Sports,27.0,1,0.0,27.0,15.93,11.07,tablet,US,C17301,0
O218942,2025-11-01,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,mobile,APAC,C27735,0
O218943,2025-11-01,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,desktop,EU,C41496,0
O218944,2025-11-01,website,Organic,1,click,A200,Athletic T-Shirt,Apparel,25.0,1,0.0,25.0,11.5,13.5,mobile,EU,C96356,0
O218945,2025-11-01,email,Mailchimp,1,view,H310,Weighted Blanket,Home,69.0,1,0.05,0.0,40.02,-25.53,mobile,EU,C24374,1
O218946,2025-11-01,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,1,0.05,17.1,8.46,8.64,tablet,US,C81433,0
O218947,2025-11-01,social,X,1,view,B410,Moisturizer,Beauty,28.0,1,0.0,28.0,14.56,13.44,desktop,US,C79117,0
O218948,2025-11-01,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,1,0.0,199.0,99.5,99.5,mobile,LATAM,C66077,0
O218949,2025-11-01,social,Instagram,1,click,A230,Running Shoes,Apparel,95.0,1,0.0,95.0,38.95,56.05,mobile,EU,C92594,0
O218950,2025-11-01,website,Organic,0,organic,B430,Hair Oil,Beauty,19.0,1,0.0,19.0,9.69,9.31,desktop,LATAM,C29984,0
O218951,2025-11-01,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,1,0.0,0.0,8.46,-9.54,mobile,EU,C84199,1
O218952,2025-11-01,website,Organic,1,click,S530,Cycling Gloves,Sports,27.0,1,0.15,22.95,15.93,7.02,mobile,LATAM,C84984,0
O218953,2025-11-01,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,mobile,LATAM,C84702,0
O218954,2025-11-01,website,Organic,0,organic,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,mobile,EU,C57353,0
O218955,2025-11-01,website,Organic,0,organic,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,desktop,LATAM,C24073,0
O218956,2025-11-01,website,Organic,0,organic,B400,Vitamin C Serum,Beauty,32.0,1,0.0,32.0,16.32,15.68,tablet,EU,C93810,0
O218957,2025-11-01,social,Instagram,1,click,S510,Resistance Bands Set,Sports,22.0,1,0.05,20.9,8.14,12.76,desktop,APAC,C37114,0
O218958,2025-11-01,website,Organic,1,click,H320,LED Desk Lamp,Home,35.0,1,0.0,35.0,13.3,21.7,desktop,APAC,C46431,0
O218959,2025-11-01,social,X,1,click,H310,Weighted Blanket,Home,69.0,1,0.0,69.0,40.02,28.98,tablet,APAC,C27107,0
O218960,2025-11-01,social,LinkedIn,1,view,A230,Running Shoes,Apparel,95.0,1,0.0,95.0,38.95,56.05,mobile,US,C73333,0
O218961,2025-11-01,website,Organic,1,click,A210,Yoga Pants,Apparel,45.0,1,0.0,45.0,21.15,23.85,mobile,US,C24119,0
O218962,2025-11-01,website,Organic,0,organic,B420,SPF Sunscreen,Beauty,24.0,1,0.0,24.0,12.48,11.52,desktop,EU,C46467,0
O218963,2025-11-01,email,Mailchimp,1,click,E110,Smart Watch,Electronics,149.0,1,0.0,149.0,78.97,70.03,desktop,APAC,C29000,0
O218964,2025-11-01,social,X,1,click,A210,Yoga Pants,Apparel,45.0,1,0.05,42.75,21.15,21.6,tablet,LATAM,C46072,0
O218965,2025-11-01,website,Organic,0,organic,S500,Adjustable Dumbbells,Sports,199.0,3,0.0,597.0,298.5,298.5,mobile,LATAM,C80834,0
O218966,2025-11-01,social,X,1,click,E110,Smart Watch,Electronics,149.0,3,0.0,447.0,236.91,210.09,tablet,EU,C85552,0
O218967,2025-11-01,website,Organic,1,click,S520,Foam Roller,Sports,18.0,1,0.0,18.0,8.46,9.54,mobile,EU,C85465,0
O218968,2025-11-01,social,X,1,view,B410,Moisturizer,Beauty,28.0,1,0.0,28.0,14.56,13.44,tablet,EU,C96739,0
O218969,2025-11-01,paid,GoogleAds,1,click,A220,Hoodie,Apparel,55.0,1,0.0,55.0,30.8,24.2,tablet,LATAM,C38974,0
O218970,2025-11-01,website,Organic,0,organic,E120,Bluetooth Speaker,Electronics,99.0,4,0.0,396.0,162.36,233.64,desktop,US,C19757,0
O218971,2025-11-01,website,Organic,0,organic,B430,Hair Oil,Beauty,19.0,1,0.0,19.0,9.69,9.31,mobile,US,C18674,0
O218972,2025-11-01,social,YouTube,1,click,A230,Running Shoes,Apparel,95.0,1,0.0,95.0,38.95,56.05,desktop,US,C56520,0
